"ID","degree","eigen_clust","walk_clust","url"
"doi:10.5065/D6J964HN",3,169,20,"https://arcticdata.io/catalog/view/doi:10.5065/D6J964HN"
"doi:10.5065/D6J964J3",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6J964J3"
"doi:10.5065/D6J964KJ",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6J964KJ"
"doi:10.5065/D6JD4TSS",102,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6JD4TSS"
"doi:10.5065/D6JD4TT7",94,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6JD4TT7"
"doi:10.5065/D6JD4TVP",24,170,79,"https://arcticdata.io/catalog/view/doi:10.5065/D6JD4TVP"
"doi:10.5065/D6JD4TW4",315,6,43,"https://arcticdata.io/catalog/view/doi:10.5065/D6JD4TW4"
"doi:10.5065/D6JD4TXK",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6JD4TXK"
"doi:10.5065/D6JH3J6H",22,170,23,"https://arcticdata.io/catalog/view/doi:10.5065/D6JH3J6H"
"doi:10.5065/D6JH3J9V",14,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6JH3J9V"
"doi:10.5065/D6JH3JCR",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6JH3JCR"
"doi:10.5065/D6JM27MT",111,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6JM27MT"
"doi:10.5065/D6JM27PQ",7,141,248,"https://arcticdata.io/catalog/view/doi:10.5065/D6JM27PQ"
"doi:10.5065/D6JM27Q5",21,175,60,"https://arcticdata.io/catalog/view/doi:10.5065/D6JM27Q5"
"doi:10.5065/D6JM27RM",19,172,5,"https://arcticdata.io/catalog/view/doi:10.5065/D6JM27RM"
"doi:10.5065/D6JM27S2",30,172,36,"https://arcticdata.io/catalog/view/doi:10.5065/D6JM27S2"
"doi:10.5065/D6JM27TH",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6JM27TH"
"doi:10.5065/D6JQ0Z15",27,168,78,"https://arcticdata.io/catalog/view/doi:10.5065/D6JQ0Z15"
"doi:10.5065/D6JQ0Z32",13,169,49,"https://arcticdata.io/catalog/view/doi:10.5065/D6JQ0Z32"
"doi:10.5065/D6JQ0Z5Z",31,172,69,"https://arcticdata.io/catalog/view/doi:10.5065/D6JQ0Z5Z"
"doi:10.5065/D6JS9NFX",96,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6JS9NFX"
"doi:10.5065/D6JS9NHT",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6JS9NHT"
"doi:10.5065/D6JS9NJ8",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6JS9NJ8"
"doi:10.5065/D6JS9NKQ",12,96,230,"https://arcticdata.io/catalog/view/doi:10.5065/D6JS9NKQ"
"doi:10.5065/D6JS9NM5",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6JS9NM5"
"doi:10.5065/D6JW8BV7",2,140,183,"https://arcticdata.io/catalog/view/doi:10.5065/D6JW8BV7"
"doi:10.5065/D6JW8BX4",29,170,28,"https://arcticdata.io/catalog/view/doi:10.5065/D6JW8BX4"
"doi:10.5065/D6JW8BZK",22,168,6,"https://arcticdata.io/catalog/view/doi:10.5065/D6JW8BZK"
"doi:10.5065/D6JW8C0F",2,159,120,"https://arcticdata.io/catalog/view/doi:10.5065/D6JW8C0F"
"doi:10.5065/D6JW8C1W",2,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6JW8C1W"
"doi:10.5065/D6JW8C2B",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6JW8C2B"
"doi:10.5065/D6K0729Q",2,159,120,"https://arcticdata.io/catalog/view/doi:10.5065/D6K0729Q"
"doi:10.5065/D6K072CM",33,7,128,"https://arcticdata.io/catalog/view/doi:10.5065/D6K072CM"
"doi:10.5065/D6K072D2",7,135,139,"https://arcticdata.io/catalog/view/doi:10.5065/D6K072D2"
"doi:10.5065/D6K35RNR",2,159,120,"https://arcticdata.io/catalog/view/doi:10.5065/D6K35RNR"
"doi:10.5065/D6K35RP6",196,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6K35RP6"
"doi:10.5065/D6K35RR3",1,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6K35RR3"
"doi:10.5065/D6K35RSJ",6,172,65,"https://arcticdata.io/catalog/view/doi:10.5065/D6K35RSJ"
"doi:10.5065/D6K35RT0",187,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6K35RT0"
"doi:10.5065/D6K64G3X",6,169,64,"https://arcticdata.io/catalog/view/doi:10.5065/D6K64G3X"
"doi:10.5065/D6K64G4C",29,170,28,"https://arcticdata.io/catalog/view/doi:10.5065/D6K64G4C"
"doi:10.5065/D6K64G5T",21,169,56,"https://arcticdata.io/catalog/view/doi:10.5065/D6K64G5T"
"doi:10.5065/D6K64G68",96,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6K64G68"
"doi:10.5065/D6K64G7Q",8,168,166,"https://arcticdata.io/catalog/view/doi:10.5065/D6K64G7Q"
"doi:10.5065/D6K64G85",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6K64G85"
"doi:10.5065/D6K935JP",4,168,161,"https://arcticdata.io/catalog/view/doi:10.5065/D6K935JP"
"doi:10.5065/D6K935MK",93,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6K935MK"
"doi:10.5065/D6K935N1",3,173,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6K935N1"
"doi:10.5065/D6K935PG",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6K935PG"
"doi:10.5065/D6KD1VWQ",93,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6KD1VWQ"
"doi:10.5065/D6KD1W0G",8,169,49,"https://arcticdata.io/catalog/view/doi:10.5065/D6KD1W0G"
"doi:10.5065/D6KD1W1X",15,170,42,"https://arcticdata.io/catalog/view/doi:10.5065/D6KD1W1X"
"doi:10.5065/D6KD1W2C",37,172,69,"https://arcticdata.io/catalog/view/doi:10.5065/D6KD1W2C"
"doi:10.5065/D6KH0KBW",6,167,3,"https://arcticdata.io/catalog/view/doi:10.5065/D6KH0KBW"
"doi:10.5065/D6KH0KDS",9,143,124,"https://arcticdata.io/catalog/view/doi:10.5065/D6KH0KDS"
"doi:10.5065/D6KH0KF7",8,168,166,"https://arcticdata.io/catalog/view/doi:10.5065/D6KH0KF7"
"doi:10.5065/D6KH0KGP",53,167,16,"https://arcticdata.io/catalog/view/doi:10.5065/D6KH0KGP"
"doi:10.5065/D6KH0KH4",89,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6KH0KH4"
"doi:10.5065/D6KK98S3",8,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6KK98S3"
"doi:10.5065/D6KK98TJ",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6KK98TJ"
"doi:10.5065/D6KK98V0",13,168,6,"https://arcticdata.io/catalog/view/doi:10.5065/D6KK98V0"
"doi:10.5065/D6KK98WF",9,168,60,"https://arcticdata.io/catalog/view/doi:10.5065/D6KK98WF"
"doi:10.5065/D6KK98XW",16,172,5,"https://arcticdata.io/catalog/view/doi:10.5065/D6KK98XW"
"doi:10.5065/D6KK98ZB",89,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6KK98ZB"
"doi:10.5065/D6KP804X",6,168,7,"https://arcticdata.io/catalog/view/doi:10.5065/D6KP804X"
"doi:10.5065/D6KP806T",16,168,23,"https://arcticdata.io/catalog/view/doi:10.5065/D6KP806T"
"doi:10.5065/D6KP808Q",29,170,28,"https://arcticdata.io/catalog/view/doi:10.5065/D6KP808Q"
"doi:10.5065/D6KP8095",25,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6KP8095"
"doi:10.5065/D6KS6PK9",97,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6KS6PK9"
"doi:10.5065/D6KS6PMR",102,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6KS6PMR"
"doi:10.5065/D6KS6PN6",29,170,28,"https://arcticdata.io/catalog/view/doi:10.5065/D6KS6PN6"
"doi:10.5065/D6KS6PPN",44,171,52,"https://arcticdata.io/catalog/view/doi:10.5065/D6KS6PPN"
"doi:10.5065/D6KS6PQ3",25,170,31,"https://arcticdata.io/catalog/view/doi:10.5065/D6KS6PQ3"
"doi:10.5065/D6KS6PRJ",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6KS6PRJ"
"doi:10.5065/D6KW5D2X",3,168,30,"https://arcticdata.io/catalog/view/doi:10.5065/D6KW5D2X"
"doi:10.5065/D6KW5D3C",22,168,6,"https://arcticdata.io/catalog/view/doi:10.5065/D6KW5D3C"
"doi:10.5065/D6KW5D4T",6,169,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6KW5D4T"
"doi:10.5065/D6KW5D58",92,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6KW5D58"
"doi:10.5065/D6KW5D6Q",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6KW5D6Q"
"doi:10.5065/D6M043DN",98,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6M043DN"
"doi:10.5065/D6M043F3",5,152,97,"https://arcticdata.io/catalog/view/doi:10.5065/D6M043F3"
"doi:10.5065/D6M043H0",33,7,128,"https://arcticdata.io/catalog/view/doi:10.5065/D6M043H0"
"doi:10.5065/D6M043JF",53,167,16,"https://arcticdata.io/catalog/view/doi:10.5065/D6M043JF"
"doi:10.5065/D6M32SS4",94,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6M32SS4"
"doi:10.5065/D6M32SV1",13,168,6,"https://arcticdata.io/catalog/view/doi:10.5065/D6M32SV1"
"doi:10.5065/D6M32SWG",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6M32SWG"
"doi:10.5065/D6M32SXX",2,168,227,"https://arcticdata.io/catalog/view/doi:10.5065/D6M32SXX"
"doi:10.5065/D6M32SZC",189,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6M32SZC"
"doi:10.5065/D6M61H8R",94,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6M61H8R"
"doi:10.5065/D6M61H96",29,170,28,"https://arcticdata.io/catalog/view/doi:10.5065/D6M61H96"
"doi:10.5065/D6M61HBN",4,148,217,"https://arcticdata.io/catalog/view/doi:10.5065/D6M61HBN"
"doi:10.5065/D6M61HC3",25,170,31,"https://arcticdata.io/catalog/view/doi:10.5065/D6M61HC3"
"doi:10.5065/D6M61HDJ",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6M61HDJ"
"doi:10.5065/D6M61HF0",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6M61HF0"
"doi:10.5065/D6M906NM",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6M906NM"
"doi:10.5065/D6M906P2",2,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6M906P2"
"doi:10.5065/D6M906RZ",33,7,128,"https://arcticdata.io/catalog/view/doi:10.5065/D6M906RZ"
"doi:10.5065/D6M906SD",15,170,74,"https://arcticdata.io/catalog/view/doi:10.5065/D6M906SD"
"doi:10.5065/D6M906TV",31,172,36,"https://arcticdata.io/catalog/view/doi:10.5065/D6M906TV"
"doi:10.5065/D6MC8X1Z",10,167,3,"https://arcticdata.io/catalog/view/doi:10.5065/D6MC8X1Z"
"doi:10.5065/D6MC8X49",35,168,77,"https://arcticdata.io/catalog/view/doi:10.5065/D6MC8X49"
"doi:10.5065/D6MC8X5R",19,168,60,"https://arcticdata.io/catalog/view/doi:10.5065/D6MC8X5R"
"doi:10.5065/D6MC8X66",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6MC8X66"
"doi:10.5065/D6MG7MH5",36,173,33,"https://arcticdata.io/catalog/view/doi:10.5065/D6MG7MH5"
"doi:10.5065/D6MG7MMH",21,173,55,"https://arcticdata.io/catalog/view/doi:10.5065/D6MG7MMH"
"doi:10.5065/D6MG7MNZ",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6MG7MNZ"
"doi:10.5065/D6MG7MPD",89,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6MG7MPD"
"doi:10.5065/D6MK69W1",8,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6MK69W1"
"doi:10.5065/D6MK69XG",35,168,77,"https://arcticdata.io/catalog/view/doi:10.5065/D6MK69XG"
"doi:10.5065/D6MK69ZX",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6MK69ZX"
"doi:10.5065/D6MK6B0S",13,168,6,"https://arcticdata.io/catalog/view/doi:10.5065/D6MK6B0S"
"doi:10.5065/D6MK6B17",8,168,166,"https://arcticdata.io/catalog/view/doi:10.5065/D6MK6B17"
"doi:10.5065/D6MK6B2P",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6MK6B2P"
"doi:10.5065/D6MP5189",7,169,53,"https://arcticdata.io/catalog/view/doi:10.5065/D6MP5189"
"doi:10.5065/D6MP519R",12,168,68,"https://arcticdata.io/catalog/view/doi:10.5065/D6MP519R"
"doi:10.5065/D6MP51CN",12,168,6,"https://arcticdata.io/catalog/view/doi:10.5065/D6MP51CN"
"doi:10.5065/D6MP51D3",35,168,77,"https://arcticdata.io/catalog/view/doi:10.5065/D6MP51D3"
"doi:10.5065/D6MS3QR4",1,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6MS3QR4"
"doi:10.5065/D6MS3QSK",8,168,7,"https://arcticdata.io/catalog/view/doi:10.5065/D6MS3QSK"
"doi:10.5065/D6MS3QT1",2,168,148,"https://arcticdata.io/catalog/view/doi:10.5065/D6MS3QT1"
"doi:10.5065/D6MS3QWX",1,168,21,"https://arcticdata.io/catalog/view/doi:10.5065/D6MS3QWX"
"doi:10.5065/D6MS3QXC",122,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6MS3QXC"
"doi:10.5065/D6MW2F5V",97,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6MW2F5V"
"doi:10.5065/D6MW2F69",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6MW2F69"
"doi:10.5065/D6MW2F7R",35,168,77,"https://arcticdata.io/catalog/view/doi:10.5065/D6MW2F7R"
"doi:10.5065/D6MW2F86",25,170,31,"https://arcticdata.io/catalog/view/doi:10.5065/D6MW2F86"
"doi:10.5065/D6MW2F9N",31,172,69,"https://arcticdata.io/catalog/view/doi:10.5065/D6MW2F9N"
"doi:10.5065/D6N014MX",12,96,230,"https://arcticdata.io/catalog/view/doi:10.5065/D6N014MX"
"doi:10.5065/D6N014NC",49,170,35,"https://arcticdata.io/catalog/view/doi:10.5065/D6N014NC"
"doi:10.5065/D6N014PT",2,168,159,"https://arcticdata.io/catalog/view/doi:10.5065/D6N014PT"
"doi:10.5065/D6N014Q8",34,172,36,"https://arcticdata.io/catalog/view/doi:10.5065/D6N014Q8"
"doi:10.5065/D6N29TZD",93,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6N29TZD"
"doi:10.5065/D6N29V1Q",49,170,35,"https://arcticdata.io/catalog/view/doi:10.5065/D6N29V1Q"
"doi:10.5065/D6N29V25",20,173,55,"https://arcticdata.io/catalog/view/doi:10.5065/D6N29V25"
"doi:10.5065/D6N29V3M",31,172,69,"https://arcticdata.io/catalog/view/doi:10.5065/D6N29V3M"
"doi:10.5065/D6N29V42",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6N29V42"
"doi:10.5065/D6N58JDK",35,168,77,"https://arcticdata.io/catalog/view/doi:10.5065/D6N58JDK"
"doi:10.5065/D6N58JF1",16,170,23,"https://arcticdata.io/catalog/view/doi:10.5065/D6N58JF1"
"doi:10.5065/D6N58JGG",27,173,31,"https://arcticdata.io/catalog/view/doi:10.5065/D6N58JGG"
"doi:10.5065/D6N58JHX",31,172,69,"https://arcticdata.io/catalog/view/doi:10.5065/D6N58JHX"
"doi:10.5065/D6N58JJC",89,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6N58JJC"
"doi:10.5065/D6N877SF",102,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6N877SF"
"doi:10.5065/D6N877WS",93,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6N877WS"
"doi:10.5065/D6N877X7",49,167,16,"https://arcticdata.io/catalog/view/doi:10.5065/D6N877X7"
"doi:10.5065/D6N877ZP",18,168,67,"https://arcticdata.io/catalog/view/doi:10.5065/D6N877ZP"
"doi:10.5065/D6NC5Z6S",101,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6NC5Z6S"
"doi:10.5065/D6NC5Z8P",9,143,124,"https://arcticdata.io/catalog/view/doi:10.5065/D6NC5Z8P"
"doi:10.5065/D6NC5Z94",5,173,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6NC5Z94"
"doi:10.5065/D6NC5ZBK",13,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6NC5ZBK"
"doi:10.5065/D6NC5ZC1",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6NC5ZC1"
"doi:10.5065/D6NG4NM3",6,146,221,"https://arcticdata.io/catalog/view/doi:10.5065/D6NG4NM3"
"doi:10.5065/D6NG4NNJ",36,173,33,"https://arcticdata.io/catalog/view/doi:10.5065/D6NG4NNJ"
"doi:10.5065/D6NG4NP0",1,160,228,"https://arcticdata.io/catalog/view/doi:10.5065/D6NG4NP0"
"doi:10.5065/D6NG4NQF",1,160,228,"https://arcticdata.io/catalog/view/doi:10.5065/D6NG4NQF"
"doi:10.5065/D6NG4NRW",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6NG4NRW"
"doi:10.5065/D6NG4NSB",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6NG4NSB"
"doi:10.5065/D6NK3C1T",93,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6NK3C1T"
"doi:10.5065/D6NK3C3Q",23,168,78,"https://arcticdata.io/catalog/view/doi:10.5065/D6NK3C3Q"
"doi:10.5065/D6NK3C45",14,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6NK3C45"
"doi:10.5065/D6NK3C5M",16,171,52,"https://arcticdata.io/catalog/view/doi:10.5065/D6NK3C5M"
"doi:10.5065/D6NK3C62",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6NK3C62"
"doi:10.5065/D6NP22F4",3,170,34,"https://arcticdata.io/catalog/view/doi:10.5065/D6NP22F4"
"doi:10.5065/D6NP22H1",16,170,23,"https://arcticdata.io/catalog/view/doi:10.5065/D6NP22H1"
"doi:10.5065/D6NP22JG",23,170,79,"https://arcticdata.io/catalog/view/doi:10.5065/D6NP22JG"
"doi:10.5065/D6NP22KX",6,168,63,"https://arcticdata.io/catalog/view/doi:10.5065/D6NP22KX"
"doi:10.5065/D6NS0RWH",97,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6NS0RWH"
"doi:10.5065/D6NS0RXZ",1,161,147,"https://arcticdata.io/catalog/view/doi:10.5065/D6NS0RXZ"
"doi:10.5065/D6NS0RZD",10,72,22,"https://arcticdata.io/catalog/view/doi:10.5065/D6NS0RZD"
"doi:10.5065/D6NS0S08",6,173,32,"https://arcticdata.io/catalog/view/doi:10.5065/D6NS0S08"
"doi:10.5065/D6NS0S1Q",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6NS0S1Q"
"doi:10.5065/D6NV9G87",92,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6NV9G87"
"doi:10.5065/D6NV9GB4",14,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6NV9GB4"
"doi:10.5065/D6NV9GCK",2,170,222,"https://arcticdata.io/catalog/view/doi:10.5065/D6NV9GCK"
"doi:10.5065/D6NV9GD1",202,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6NV9GD1"
"doi:10.5065/D6NZ85N3",2,168,114,"https://arcticdata.io/catalog/view/doi:10.5065/D6NZ85N3"
"doi:10.5065/D6NZ85Q0",49,170,35,"https://arcticdata.io/catalog/view/doi:10.5065/D6NZ85Q0"
"doi:10.5065/D6NZ85RF",2,168,114,"https://arcticdata.io/catalog/view/doi:10.5065/D6NZ85RF"
"doi:10.5065/D6NZ85SW",1,170,35,"https://arcticdata.io/catalog/view/doi:10.5065/D6NZ85SW"
"doi:10.5065/D6NZ85TB",15,170,72,"https://arcticdata.io/catalog/view/doi:10.5065/D6NZ85TB"
"doi:10.5065/D6NZ85VS",16,172,5,"https://arcticdata.io/catalog/view/doi:10.5065/D6NZ85VS"
"doi:10.5065/D6P26W4N",102,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6P26W4N"
"doi:10.5065/D6P26W6J",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6P26W6J"
"doi:10.5065/D6P26W8F",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6P26W8F"
"doi:10.5065/D6P26W9W",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6P26W9W"
"doi:10.5065/D6P55KHH",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6P55KHH"
"doi:10.5065/D6P55KJZ",1,162,213,"https://arcticdata.io/catalog/view/doi:10.5065/D6P55KJZ"
"doi:10.5065/D6P55KKD",1,162,213,"https://arcticdata.io/catalog/view/doi:10.5065/D6P55KKD"
"doi:10.5065/D6P55KMV",55,167,16,"https://arcticdata.io/catalog/view/doi:10.5065/D6P55KMV"
"doi:10.5065/D6P55KN9",31,172,69,"https://arcticdata.io/catalog/view/doi:10.5065/D6P55KN9"
"doi:10.5065/D6P848XT",96,169,37,"https://arcticdata.io/catalog/view/doi:10.5065/D6P848XT"
"doi:10.5065/D6P84904",4,167,16,"https://arcticdata.io/catalog/view/doi:10.5065/D6P84904"
"doi:10.5065/D6P8491K",3,167,3,"https://arcticdata.io/catalog/view/doi:10.5065/D6P8491K"
"doi:10.5065/D6P84921",42,170,42,"https://arcticdata.io/catalog/view/doi:10.5065/D6P84921"
"doi:10.5065/D6P8493G",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6P8493G"
"doi:10.5065/D6PC30C0",8,167,3,"https://arcticdata.io/catalog/view/doi:10.5065/D6PC30C0"
"doi:10.5065/D6PC30FW",22,168,6,"https://arcticdata.io/catalog/view/doi:10.5065/D6PC30FW"
"doi:10.5065/D6PC30GB",15,170,72,"https://arcticdata.io/catalog/view/doi:10.5065/D6PC30GB"
"doi:10.5065/D6PC30HS",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PC30HS"
"doi:10.5065/D6PC30J7",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PC30J7"
"doi:10.5065/D6PG1PQ1",27,168,78,"https://arcticdata.io/catalog/view/doi:10.5065/D6PG1PQ1"
"doi:10.5065/D6PG1PRG",38,173,33,"https://arcticdata.io/catalog/view/doi:10.5065/D6PG1PRG"
"doi:10.5065/D6PG1PTC",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6PG1PTC"
"doi:10.5065/D6PG1PVT",3,167,3,"https://arcticdata.io/catalog/view/doi:10.5065/D6PG1PVT"
"doi:10.5065/D6PG1PW8",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6PG1PW8"
"doi:10.5065/D6PK0D73",8,169,49,"https://arcticdata.io/catalog/view/doi:10.5065/D6PK0D73"
"doi:10.5065/D6PK0D8J",35,168,77,"https://arcticdata.io/catalog/view/doi:10.5065/D6PK0D8J"
"doi:10.5065/D6PK0D90",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PK0D90"
"doi:10.5065/D6PK0DBF",119,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PK0DBF"
"doi:10.5065/D6PN93MD",27,168,78,"https://arcticdata.io/catalog/view/doi:10.5065/D6PN93MD"
"doi:10.5065/D6PN93NV",12,168,68,"https://arcticdata.io/catalog/view/doi:10.5065/D6PN93NV"
"doi:10.5065/D6PN93QR",122,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PN93QR"
"doi:10.5065/D6PN93R6",1,163,214,"https://arcticdata.io/catalog/view/doi:10.5065/D6PN93R6"
"doi:10.5065/D6PN93SN",5,172,65,"https://arcticdata.io/catalog/view/doi:10.5065/D6PN93SN"
"doi:10.5065/D6PR7T09",1,163,214,"https://arcticdata.io/catalog/view/doi:10.5065/D6PR7T09"
"doi:10.5065/D6PR7T1R",5,152,97,"https://arcticdata.io/catalog/view/doi:10.5065/D6PR7T1R"
"doi:10.5065/D6PR7T3N",35,168,77,"https://arcticdata.io/catalog/view/doi:10.5065/D6PR7T3N"
"doi:10.5065/D6PV6HC5",17,137,173,"https://arcticdata.io/catalog/view/doi:10.5065/D6PV6HC5"
"doi:10.5065/D6PV6HF2",17,137,173,"https://arcticdata.io/catalog/view/doi:10.5065/D6PV6HF2"
"doi:10.5065/D6PV6HGH",7,141,248,"https://arcticdata.io/catalog/view/doi:10.5065/D6PV6HGH"
"doi:10.5065/D6PV6HHZ",2,169,50,"https://arcticdata.io/catalog/view/doi:10.5065/D6PV6HHZ"
"doi:10.5065/D6PV6HJD",110,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PV6HJD"
"doi:10.5065/D6PZ56VC",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6PZ56VC"
"doi:10.5065/D6PZ56WT",21,169,56,"https://arcticdata.io/catalog/view/doi:10.5065/D6PZ56WT"
"doi:10.5065/D6PZ56X8",16,168,60,"https://arcticdata.io/catalog/view/doi:10.5065/D6PZ56X8"
"doi:10.5065/D6PZ56ZQ",45,13,1,"https://arcticdata.io/catalog/view/doi:10.5065/D6PZ56ZQ"
"doi:10.5065/D6PZ570K",121,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PZ570K"
"doi:10.5065/D6PZ5711",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6PZ5711"
"doi:10.5065/D6Q23X7K",102,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q23X7K"
"doi:10.5065/D6Q23X81",22,170,23,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q23X81"
"doi:10.5065/D6Q23XBX",137,168,8,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q23XBX"
"doi:10.5065/D6Q23XCC",1,155,179,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q23XCC"
"doi:10.5065/D6Q23XDT",31,172,36,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q23XDT"
"doi:10.5065/D6Q52MMF",21,169,56,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q52MMF"
"doi:10.5065/D6Q52MPB",2,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q52MPB"
"doi:10.5065/D6Q52MQS",7,141,248,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q52MQS"
"doi:10.5065/D6Q52MR7",20,173,55,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q52MR7"
"doi:10.5065/D6Q52MSP",16,172,5,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q52MSP"
"doi:10.5065/D6Q81B5Z",7,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q81B5Z"
"doi:10.5065/D6Q81B6D",4,178,5,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q81B6D"
"doi:10.5065/D6Q81B7V",120,172,15,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q81B7V"
"doi:10.5065/D6Q81B89",51,172,70,"https://arcticdata.io/catalog/view/doi:10.5065/D6Q81B89"
